episode,timestep,reward
1,14400,62.392
3,28800,49.832
5,43200,71.9688
7,57600,47.7437
9,72000,78.0952
11,86400,7.8797
13,100800,59.901
15,115200,81.64
17,129600,70.5461
19,144000,69.04
21,158400,39.0949
23,172800,68.9482
25,187200,31.7277
27,201600,21.8138
29,216000,-36.6091
31,230400,22.871
33,244800,21.0475
35,259200,15.8291
37,273600,33.268
39,288000,45.1458
41,302400,28.0011
43,316800,-5.7688
45,331200,101.113
47,345600,29.8466
49,360000,-10.454
51,374400,28.8018
53,388800,86.7066
55,403200,43.5968
57,417600,-6.8512
59,432000,83.7309
61,446400,-17.8305
63,460800,-31.1538
65,475200,-123.8831
67,489600,35.6384
69,504000,-60.0557
71,518400,33.1162
73,532800,-85.4959
75,547200,-12.9224
77,561600,-61.3898
79,576000,-14.8219
81,590400,22.3724
83,604800,-26.021
85,619200,-7.665
87,633600,3.0779
89,648000,-151.2398
91,662400,-42.3802
93,676800,-131.4142
95,691200,-109.8595
97,705600,38.1437
99,720000,26.5586
101,734400,-129.5243
103,748800,-141.992
105,763200,-13.0672
107,777600,-136.1667
109,792000,-155.8623
111,806400,-6.4843
113,820800,-140.3391
115,835200,76.6656
117,849600,-33.6754
119,864000,2.2912
121,878400,-12.4941
123,892800,-194.0923
125,907200,-147.6247
127,921600,-3.4537
129,936000,-215.145
131,950400,-159.3544
133,964800,-211.4625
135,979200,-241.2426
137,993600,-273.1518
139,1008000,-168.0516
141,1022400,-166.5402
143,1036800,-164.6396
145,1051200,-220.0672
147,1065600,-209.8651
149,1080000,-97.3297
151,1094400,-229.9187
153,1108800,-78.1736
155,1123200,-14.2262
157,1137600,-183.021
159,1152000,-81.9057
161,1166400,-96.7776
163,1180800,-75.6736
165,1195200,-36.5116
167,1209600,-258.7277
169,1224000,-27.1272
171,1238400,-15.7428
173,1252800,-9.999
175,1267200,60.6554
177,1281600,-17.6695
179,1296000,-78.5328
181,1310400,37.965
183,1324800,-2.6691
185,1339200,-75.9652
187,1353600,-119.6916
189,1368000,33.5132
191,1382400,26.0235
193,1396800,136.4558
195,1411200,-12.4436
197,1425600,12.5597
199,1440000,-7.5478
201,1454400,-72.4828
203,1468800,135.0205
205,1483200,-230.44
207,1497600,92.74
209,1512000,-99.5793
211,1526400,-61.3451
213,1540800,-138.892
215,1555200,-99.1058
217,1569600,5.4373
219,1584000,-202.0935
221,1598400,-115.0781
223,1612800,-73.483
225,1627200,1.0758
227,1641600,-4.7678
229,1656000,82.2744
231,1670400,-1.4472
233,1684800,127.4509
235,1699200,-6.9569
237,1713600,18.5958
239,1728000,208.1459
241,1742400,87.2026
243,1756800,13.6785
245,1771200,110.2558
247,1785600,-70.2735
249,1800000,97.9577
251,1814400,190.6917
253,1828800,39.1476
255,1843200,41.2173
257,1857600,59.1947
259,1872000,144.7974
261,1886400,-143.2843
263,1900800,128.4737
265,1915200,158.313
267,1929600,95.091
269,1944000,418.7661
271,1958400,53.5748
273,1972800,182.4438
275,1987200,323.3835
277,2001600,197.8649
279,2016000,48.2908
281,2030400,177.4706
283,2044800,373.6256
285,2059200,186.1811
287,2073600,249.645
289,2088000,143.7925
291,2102400,247.985
293,2116800,171.5444
295,2131200,247.4458
297,2145600,79.7464
299,2160000,160.5894
301,2174400,328.4635
303,2188800,105.0971
305,2203200,158.8352
307,2217600,54.0738
309,2232000,-14.4843
311,2246400,-35.4883
313,2260800,34.4631
315,2275200,-137.674
317,2289600,-2.9348
319,2304000,82.1297
321,2318400,263.5961
323,2332800,188.2731
325,2347200,101.15
327,2361600,244.5099
329,2376000,229.3684
331,2390400,188.8893
333,2404800,251.5857
335,2419200,224.103
337,2433600,330.411
339,2448000,397.3947
341,2462400,243.6693
343,2476800,243.6859
345,2491200,280.9109
347,2505600,325.7443
349,2520000,348.4874
351,2534400,369.1673
353,2548800,400.6682
355,2563200,380.4976
357,2577600,266.018
359,2592000,395.5696
361,2606400,401.1945
363,2620800,427.3399
365,2635200,456.4172
367,2649600,354.5404
369,2664000,403.8576
371,2678400,469.7804
373,2692800,306.3456
375,2707200,339.8592
377,2721600,402.9965
379,2736000,307.6219
381,2750400,459.7471
383,2764800,342.1108
385,2779200,249.1815
387,2793600,328.6059
389,2808000,369.2497
391,2822400,344.9881
393,2836800,412.5231
395,2851200,519.5703
397,2865600,267.2811
399,2880000,373.8581
401,2894400,390.452
403,2908800,349.1122
405,2923200,345.9162
