episode,timestep,reward
219,1584000,-286.3819
221,1598400,-412.872
223,1612800,-389.6909
225,1627200,-354.7106
227,1641600,-409.8759
229,1656000,-367.7034
231,1670400,-395.1295
233,1684800,-303.0827
235,1699200,-265.6899
237,1713600,-300.1372
239,1728000,-421.6357
241,1742400,-269.3996
243,1756800,-158.3829
245,1771200,-274.6935
247,1785600,-87.5287
249,1800000,-380.0223
251,1814400,-259.8936
253,1828800,-254.292
255,1843200,-249.4259
257,1857600,-43.2473
259,1872000,-285.6077
261,1886400,-271.0657
263,1900800,-290.3974
265,1915200,-232.2929
267,1929600,-346.1364
269,1944000,-336.9034
271,1958400,-212.1255
273,1972800,-424.2468
275,1987200,71.3747
277,2001600,-357.3779
279,2016000,-101.6336
281,2030400,-164.4803
283,2044800,-200.8246
285,2059200,-126.115
287,2073600,-295.6122
289,2088000,-257.6833
291,2102400,-350.92
293,2116800,-385.5499
295,2131200,-540.8224
297,2145600,-486.0983
299,2160000,-477.1126
301,2174400,-627.6416
303,2188800,-526.1763
305,2203200,-597.5248
307,2217600,-417.0179
309,2232000,-481.3008
311,2246400,-237.8784
313,2260800,-317.6254
315,2275200,-113.3703
317,2289600,-363.7781
319,2304000,-430.9472
321,2318400,-190.9776
323,2332800,-279.5462
325,2347200,-312.5756
327,2361600,-410.6334
329,2376000,-205.7123
331,2390400,-177.2671
333,2404800,-310.572
335,2419200,-401.078
337,2433600,-274.0667
339,2448000,-487.8896
341,2462400,-411.8237
343,2476800,-301.3703
345,2491200,-380.0257
347,2505600,-506.1227
349,2520000,-424.1981
351,2534400,-454.1729
353,2548800,-233.2636
355,2563200,-521.6839
357,2577600,-431.2167
359,2592000,-360.0976
361,2606400,-410.7791
363,2620800,-195.242
365,2635200,-265.7972
367,2649600,-421.6317
369,2664000,-230.9221
371,2678400,-168.8736
373,2692800,-149.3428
375,2707200,-300.0223
377,2721600,-319.5446
379,2736000,-164.8668
381,2750400,-530.1376
383,2764800,-524.7852
385,2779200,-480.8056
387,2793600,-229.8814
389,2808000,-257.9052
391,2822400,-337.8911
393,2836800,-211.967
395,2851200,-247.0029
397,2865600,-445.6099
399,2880000,-340.8059
401,2894400,-230.6808
403,2908800,-133.0265
405,2923200,-500.2585
407,2937600,-432.9403
409,2952000,-548.3928
411,2966400,-331.2471
413,2980800,-338.1635
415,2995200,-322.536
417,3009600,-441.6443
419,3024000,-411.4596
421,3038400,-289.3639
423,3052800,-226.9723
425,3067200,-370.1953
427,3081600,-307.3765
429,3096000,-434.5391
431,3110400,-260.4033
433,3124800,-166.0594
435,3139200,-175.9478
437,3153600,-454.8825
439,3168000,-305.6601
441,3182400,-384.5682
443,3196800,-491.5805
445,3211200,-381.0534
447,3225600,-209.6342
449,3240000,-433.6864
451,3254400,-490.9422
453,3268800,-384.2044
455,3283200,-328.8305
457,3297600,-385.1508
459,3312000,-524.7962
461,3326400,-273.608
463,3340800,-302.5562
465,3355200,-91.8631
467,3369600,-146.2826
469,3384000,-155.6183
471,3398400,-314.1024
473,3412800,-214.5335
475,3427200,-142.8404
477,3441600,-123.3308
479,3456000,-264.7393
481,3470400,-169.9368
483,3484800,-241.2844
485,3499200,-155.4943
487,3513600,-144.1038
489,3528000,-167.6808
491,3542400,-278.4019
493,3556800,-223.5883
495,3571200,-227.3137
497,3585600,-232.4186
499,3600000,-400.4231
501,3614400,-191.716
503,3628800,-401.8648
505,3643200,-540.368
507,3657600,-443.6456
509,3672000,-584.2672
511,3686400,-301.8124
513,3700800,-293.2723
515,3715200,-288.1749
517,3729600,-204.231
519,3744000,-252.827
521,3758400,-249.9433
523,3772800,-367.4811
525,3787200,-305.4832
527,3801600,-281.8612
529,3816000,-365.7112
531,3830400,-316.8627
533,3844800,-177.3295
535,3859200,-374.3589
537,3873600,-138.2515
539,3888000,-458.6874
541,3902400,-108.4257
543,3916800,-121.6594
545,3931200,-217.9024
547,3945600,-238.2421
549,3960000,-299.5387
551,3974400,-295.188
553,3988800,-199.7279
555,4003200,-491.0924
557,4017600,-197.2634
559,4032000,-214.4635
561,4046400,-88.8715
563,4060800,-208.7344
565,4075200,-247.9673
567,4089600,-404.686
569,4104000,-420.3053
571,4118400,-382.952
573,4132800,-546.308
575,4147200,-483.9616
577,4161600,-435.5904
579,4176000,-419.1565
581,4190400,-407.9245
583,4204800,-429.928
585,4219200,-446.6168
587,4233600,-179.6056
589,4248000,-337.7755
591,4262400,-396.836
593,4276800,-269.7301
595,4291200,-449.9708
597,4305600,-243.1507
599,4320000,-323.468
601,4334400,-329.7043
603,4348800,-444.8376
605,4363200,-461.774
607,4377600,-218.4982
609,4392000,-432.085
611,4406400,-319.388
613,4420800,-121.777
615,4435200,-284.9605
617,4449600,-502.2518
619,4464000,-259.482
621,4478400,-425.4976
623,4492800,-252.9505
625,4507200,-404.5453
627,4521600,-246.5186
629,4536000,-175.5525
631,4550400,-192.735
633,4564800,-464.4893
635,4579200,-450.549
637,4593600,-285.998
639,4608000,-286.5525
641,4622400,-478.5636
643,4636800,-245.7435
645,4651200,34.8871
647,4665600,-329.5765
649,4680000,-251.5693
651,4694400,-176.033
653,4708800,-458.3472
655,4723200,-154.0544
657,4737600,-381.2764
659,4752000,-141.4238
661,4766400,-348.0309
663,4780800,-336.0144
665,4795200,-380.4393
667,4809600,-136.8665
669,4824000,-336.1602
671,4838400,-474.8504
673,4852800,-366.1889
675,4867200,-522.7976
677,4881600,-577.376
679,4896000,-489.1304
681,4910400,-183.4563
683,4924800,-353.6695
685,4939200,-309.0738
687,4953600,-285.7637
689,4968000,-165.0488
691,4982400,-260.7911
693,4996800,-381.341
695,5011200,-232.9333
697,5025600,-311.852
699,5040000,-95.6471
701,5054400,-280.3416
703,5068800,-302.3361
705,5083200,-262.2903
707,5097600,-240.2111
709,5112000,-440.5189
711,5126400,-364.0327
713,5140800,-495.1427
715,5155200,-527.3678
717,5169600,-445.1392
719,5184000,-517.0747
721,5198400,-413.1365
723,5212800,-332.8779
725,5227200,-350.7437
727,5241600,-450.5788
729,5256000,-247.9651
731,5270400,-311.1649
733,5284800,-206.1326
735,5299200,-240.0402
737,5313600,-208.9541
739,5328000,-354.7227
741,5342400,-272.8696
743,5356800,-411.6295
745,5371200,-215.6898
747,5385600,-392.6608
749,5400000,-298.9847
751,5414400,-220.4051
753,5428800,-132.3639
755,5443200,-519.8366
757,5457600,-263.1492
759,5472000,-105.867
761,5486400,-331.8632
763,5500800,-245.7882
765,5515200,-406.204
767,5529600,-557.0917
769,5544000,-497.6904
771,5558400,-205.2216
773,5572800,-195.235
775,5587200,-169.7736
777,5601600,-221.7283
779,5616000,-293.4259
781,5630400,-579.2519
783,5644800,-585.4715
785,5659200,-379.1323
787,5673600,-208.0922
789,5688000,-447.424
791,5702400,-285.7815
793,5716800,-191.737
795,5731200,-87.5196
797,5745600,-289.2633
799,5760000,-195.6521
801,5774400,-345.8819
803,5788800,-243.2012
805,5803200,-542.696
807,5817600,-365.2096
809,5832000,-454.7661
811,5846400,-329.7921
813,5860800,-468.8507
815,5875200,-418.2935
817,5889600,-470.8961
819,5904000,-225.5932
821,5918400,-362.1437
823,5932800,-514.7646
825,5947200,-453.7913
827,5961600,-423.0336
829,5976000,-238.5136
831,5990400,-397.2526
833,6004800,-277.3373
835,6019200,-304.92
837,6033600,-174.1781
839,6048000,-321.4981
841,6062400,-36.5614
843,6076800,-261.8472
845,6091200,-336.1618
847,6105600,-212.9116
849,6120000,-384.736
851,6134400,-215.4399
853,6148800,-203.6814
855,6163200,-398.0828
857,6177600,-293.3667
859,6192000,-295.4008
861,6206400,-476.5709
863,6220800,-526.5616
865,6235200,-423.2621
867,6249600,-476.3464
869,6264000,-493.5877
871,6278400,-307.2906
873,6292800,-322.5857
875,6307200,-380.0479
877,6321600,-207.2948
879,6336000,-304.8258
881,6350400,-130.6428
883,6364800,-260.0266
885,6379200,-196.7159
887,6393600,-166.8961
889,6408000,-317.4628
891,6422400,-444.3247
893,6436800,-334.3371
895,6451200,-457.3776
897,6465600,-484.0665
899,6480000,-350.3782
901,6494400,-479.773
903,6508800,-274.7295
905,6523200,-262.7871
907,6537600,-192.1582
909,6552000,-333.9224
911,6566400,-158.8625
913,6580800,-330.2819
915,6595200,-284.9147
917,6609600,-109.1644
919,6624000,-183.983
921,6638400,-431.2507
923,6652800,-660.104
925,6667200,-491.9856
927,6681600,-454.0936
929,6696000,-491.5059
931,6710400,-392.6059
933,6724800,-167.7678
935,6739200,-374.7042
937,6753600,-410.4165
939,6768000,-507.3888
941,6782400,-324.6832
943,6796800,-418.4966
945,6811200,-403.6733
947,6825600,-418.5084
949,6840000,-509.4841
951,6854400,-441.0475
953,6868800,-466.9056
955,6883200,-503.048
957,6897600,-422.2744
959,6912000,-274.5816
961,6926400,-353.2478
963,6940800,-433.844
965,6955200,-366.6024
967,6969600,-335.4915
969,6984000,-278.4472
971,6998400,-293.47
973,7012800,-207.2953
975,7027200,-320.887
977,7041600,-388.6726
979,7056000,-144.6424
981,7070400,-303.2278
983,7084800,-401.216
985,7099200,-357.2554
987,7113600,-324.4247
989,7128000,-405.4232
991,7142400,-388.1324
993,7156800,-316.5069
995,7171200,-311.1434
997,7185600,-282.8928
999,7200000,-347.4362
1001,7214400,-356.9136
1003,7228800,-168.9332
1005,7243200,-175.5336
1007,7257600,-345.8615
1009,7272000,-40.6519
1011,7286400,-379.7209
1013,7300800,-314.2122
1015,7315200,-421.0995
1017,7329600,-340.3499
1019,7344000,-65.7184
1021,7358400,-207.4202
1023,7372800,-66.5363
1025,7387200,-332.9203
1027,7401600,-381.9347
1029,7416000,-217.1136
1031,7430400,-360.0152
1033,7444800,-420.3119
1035,7459200,-604.7928
1037,7473600,-538.5686
1039,7488000,-577.4724
1041,7502400,-405.8501
1043,7516800,-147.9738
1045,7531200,-359.0501
1047,7545600,-309.5728
1049,7560000,-380.3563
1051,7574400,-357.4099
1053,7588800,-226.6666
1055,7603200,-268.2056
1057,7617600,-214.5441
1059,7632000,-417.3033
1061,7646400,-239.6754
1063,7660800,-199.3219
1065,7675200,-231.4559
1067,7689600,-318.544
1069,7704000,-256.4436
1071,7718400,-290.7531
1073,7732800,-349.3998
1075,7747200,-302.1445
1077,7761600,-398.5456
1079,7776000,-391.0046
1081,7790400,-308.6408
1083,7804800,-430.9869
1085,7819200,-250.4853
1087,7833600,-353.757
1089,7848000,-159.5569
1091,7862400,-546.3299
1093,7876800,-352.4602
1095,7891200,-198.3938
1097,7905600,-351.4494
1099,7920000,-225.3306
1101,7934400,-475.3896
1103,7948800,-449.9
1105,7963200,-427.616
1107,7977600,-450.36
1109,7992000,-473.584
1111,8006400,-75.3306
1113,8020800,-397.1646
1115,8035200,-446.366
1117,8049600,-257.0999
1119,8064000,-303.3669
1121,8078400,-196.8865
1123,8092800,-575.344
1125,8107200,-436.1657
1127,8121600,-270.1027
1129,8136000,-293.28
1131,8150400,-288.1395
1133,8164800,-269.2387
1135,8179200,-447.5305
1137,8193600,-423.5402
1139,8208000,-286.2584
1141,8222400,-355.8331
1143,8236800,3.4737
1145,8251200,-271.5501
1147,8265600,-213.501
1149,8280000,-98.8962
1151,8294400,-338.3961
1153,8308800,-372.2629
1155,8323200,-433.208
1157,8337600,-270.8734
1159,8352000,-228.3333
1161,8366400,-113.5371
1163,8380800,-116.5608
1165,8395200,-152.1902
1167,8409600,-47.9032
1169,8424000,-293.564
1171,8438400,-171.8437
1173,8452800,-225.8555
1175,8467200,-108.5254
1177,8481600,-531.1134
1179,8496000,-398.84
1181,8510400,-385.0472
1183,8524800,-510.2339
1185,8539200,-582.2734
1187,8553600,-648.724
1189,8568000,-473.632
1191,8582400,-280.0747
1193,8596800,-419.1805
1195,8611200,-483.2297
1197,8625600,-469.0392
1199,8640000,-368.1559
1201,8654400,-277.2646
1203,8668800,-219.5619
1205,8683200,-375.3815
1207,8697600,-239.1123
1209,8712000,-429.671
1211,8726400,-614.4792
1213,8740800,-433.9376
1215,8755200,-470.8816
1217,8769600,-411.6509
1219,8784000,-548.5496
1221,8798400,-591.1936
1223,8812800,-137.7347
1225,8827200,-541.468
1227,8841600,-265.7883
1229,8856000,-247.1676
1231,8870400,-227.4968
1233,8884800,-392.8351
1235,8899200,-332.167
1237,8913600,-366.7478
1239,8928000,-405.7235
1241,8942400,-337.1971
1243,8956800,-447.0411
1245,8971200,-373.757
1247,8985600,-422.6234
1249,9000000,-278.0337
1251,9014400,-301.0024
1253,9028800,-182.448
1255,9043200,-199.4094
1257,9057600,-222.9139
1259,9072000,-442.9829
1261,9086400,-351.9735
1263,9100800,-389.0688
1265,9115200,-266.168
1267,9129600,-388.4218
1269,9144000,-248.0538
1271,9158400,-166.8871
1273,9172800,-468.9595
1275,9187200,-433.9389
1277,9201600,-315.0336
1279,9216000,-331.2923
1281,9230400,-246.7792
1283,9244800,-385.5216
1285,9259200,-343.2681
1287,9273600,-406.9104
1289,9288000,-324.9266
1291,9302400,-274.0168
1293,9316800,-401.4727
1295,9331200,-303.8407
1297,9345600,-103.8755
1299,9360000,-339.8846
1301,9374400,-281.8646
1303,9388800,-136.5062
1305,9403200,-298.2946
1307,9417600,-397.1568
1309,9432000,-324.1839
1311,9446400,-266.0988
1313,9460800,-370.548
1315,9475200,-312.6576
1317,9489600,-229.9521
1319,9504000,-259.3908
1321,9518400,-219.2725
1323,9532800,-340.2801
1325,9547200,-533.3478
1327,9561600,-612.4681
1329,9576000,-388.2896
1331,9590400,-461.4947
1333,9604800,-401.7378
1335,9619200,-370.6456
1337,9633600,-413.948
1339,9648000,-389.9656
1341,9662400,-212.116
1343,9676800,-371.5432
1345,9691200,-239.4706
1347,9705600,-345.6195
1349,9720000,-294.2877
1351,9734400,-250.775
1353,9748800,-616.772
1355,9763200,-404.928
1357,9777600,-428.584
1359,9792000,-515.096
1361,9806400,-258.971
1363,9820800,-353.5715
1365,9835200,-279.3764
1367,9849600,-68.5823
1369,9864000,-256.6948
1371,9878400,-268.776
1373,9892800,-245.4992
1375,9907200,-256.2267
1377,9921600,-315.5057
1379,9936000,-360.9563
1381,9950400,-370.696
1383,9964800,-223.7288
1385,9979200,-447.8545
1387,9993600,-68.3789
1389,10008000,-240.0311
1391,10022400,-242.7347
1393,10036800,-221.9694
1395,10051200,-380.4953
1397,10065600,-221.3264
1399,10080000,-183.9303
1401,10094400,-352.5864
1403,10108800,-527.3704
1405,10123200,-305.1825
1407,10137600,-368.032
1409,10152000,-338.9335
1411,10166400,-385.4989
1413,10180800,-289.9003
1415,10195200,-351.1225
1417,10209600,-36.557
1419,10224000,-239.461
1421,10238400,-298.9688
1423,10252800,-282.7592
1425,10267200,-469.0509
1427,10281600,-416.4371
1429,10296000,-506.8452
1431,10310400,-347.4096
1433,10324800,-268.7874
1435,10339200,-331.8016
1437,10353600,-278.3374
1439,10368000,-183.4121
1441,10382400,-140.1553
1443,10396800,-189.6088
1445,10411200,-236.7597
1447,10425600,-386.2483
1449,10440000,-320.0785
1451,10454400,-347.7668
1453,10468800,-330.0714
1455,10483200,-377.9016
1457,10497600,-363.9896
1459,10512000,-288.8849
1461,10526400,-375.0367
1463,10540800,-183.5172
1465,10555200,-238.797
1467,10569600,-250.9549
1469,10584000,-408.7346
1471,10598400,-249.1655
1473,10612800,-395.3852
1475,10627200,-372.1092
1477,10641600,-178.1722
1479,10656000,-149.506
1481,10670400,-181.3397
1483,10684800,-410.8639
1485,10699200,-257.6719
1487,10713600,-105.2367
1489,10728000,-354.5762
1491,10742400,-194.2062
1493,10756800,-271.1753
1495,10771200,-260.6839
1497,10785600,-133.3311
1499,10800000,-302.0111
1501,10814400,-359.5778
1503,10828800,-518.9403
1505,10843200,-445.7392
1507,10857600,-600.2736
1509,10872000,-487.5024
1511,10886400,-503.2228
1513,10900800,-236.1845
1515,10915200,-282.2083
1517,10929600,-386.2471
1519,10944000,-337.3495
1521,10958400,-380.1315
1523,10972800,-332.5144
1525,10987200,-406.196
1527,11001600,-501.7043
1529,11016000,-474.8216
1531,11030400,-405.438
1533,11044800,-226.968
1535,11059200,-361.8043
1537,11073600,-209.5603
1539,11088000,-318.7524
1541,11102400,-348.4411
1543,11116800,-351.6386
1545,11131200,-339.9779
1547,11145600,-354.4504
1549,11160000,-389.6464
1551,11174400,-362.1938
1553,11188800,-405.9541
1555,11203200,-461.51
1557,11217600,-443.5965
1559,11232000,-505.8886
1561,11246400,-383.068
1563,11260800,-210.8202
1565,11275200,-447.6626
1567,11289600,-407.5491
1569,11304000,-423.4789
1571,11318400,-274.9646
1573,11332800,-371.9891
1575,11347200,-291.9407
1577,11361600,-289.8282
1579,11376000,-206.9683
1581,11390400,-348.2808
1583,11404800,-94.8411
1585,11419200,-421.4024
1587,11433600,-318.8696
1589,11448000,-449.0144
1591,11462400,-376.6005
1593,11476800,-394.0009
1595,11491200,-171.9641
1597,11505600,-366.5593
1599,11520000,-492.8622
1601,11534400,-334.2218
1603,11548800,-354.3416
1605,11563200,-509.402
1607,11577600,-429.5719
1609,11592000,-531.3248
1611,11606400,-399.9522
1613,11620800,-416.8369
1615,11635200,-391.1945
1617,11649600,-253.9156
1619,11664000,-210.5634
1621,11678400,-230.5417
1623,11692800,-215.7967
1625,11707200,-261.9336
1627,11721600,-149.9486
1629,11736000,-577.9391
1631,11750400,-287.1195
1633,11764800,-452.9248
1635,11779200,-390.4185
1637,11793600,-217.2448
1639,11808000,-359.4424
1641,11822400,-441.6257
1643,11836800,-278.5893
1645,11851200,-247.9506
1647,11865600,-339.8328
1649,11880000,-345.7592
1651,11894400,-280.2886
1653,11908800,-115.7603
1655,11923200,-330.9559
1657,11937600,-302.8695
1659,11952000,-382.8079
1661,11966400,-324.8378
1663,11980800,-437.4029
1665,11995200,-338.7083
1667,12009600,-370.8615
1669,12024000,-164.7368
1671,12038400,-341.6666
1673,12052800,-540.772
1675,12067200,-465.786
1677,12081600,-445.204
1679,12096000,-458.3176
1681,12110400,-378.4075
1683,12124800,-270.7972
1685,12139200,-228.7485
1687,12153600,-423.4832
1689,12168000,-296.5375
1691,12182400,-525.2561
1693,12196800,-478.0072
1695,12211200,-464.8861
1697,12225600,-382.7416
1699,12240000,-486.4536
1701,12254400,-403.4992
1703,12268800,-260.2848
1705,12283200,-145.0432
1707,12297600,-237.7033
1709,12312000,-273.6408
1711,12326400,-137.1163
1713,12340800,-237.4964
1715,12355200,-259.0938
1717,12369600,-209.2514
1719,12384000,-247.578
1721,12398400,-162.028
1723,12412800,-403.6072
1725,12427200,-140.706
1727,12441600,-202.3042
1729,12456000,-459.0211
1731,12470400,-421.1311
1733,12484800,-342.6766
1735,12499200,-492.7858
1737,12513600,-261.2426
1739,12528000,-224.9046
1741,12542400,-402.4818
1743,12556800,-239.2123
1745,12571200,-473.2296
1747,12585600,-497.5896
1749,12600000,-215.0447
1751,12614400,-326.5457
1753,12628800,-86.6368
1755,12643200,-221.4366
1757,12657600,-434.9096
1759,12672000,-375.2799
1761,12686400,-296.6032
1763,12700800,-406.1779
1765,12715200,-414.1643
1767,12729600,-426.644
1769,12744000,-253.0546
1771,12758400,-444.7456
1773,12772800,-266.4965
1775,12787200,-404.4614
1777,12801600,-286.7016
1779,12816000,-404.4331
1781,12830400,-220.0088
1783,12844800,-204.0587
1785,12859200,-119.5374
1787,12873600,-389.1095
1789,12888000,-259.8157
1791,12902400,-140.804
1793,12916800,-223.1352
1795,12931200,-379.4437
1797,12945600,-333.3923
1799,12960000,-411.774
1801,12974400,-262.1297
1803,12988800,-278.1233
1805,13003200,-311.9956
1807,13017600,-308.0821
1809,13032000,-184.5268
1811,13046400,-385.1887
1813,13060800,-254.8274
1815,13075200,-352.6354
1817,13089600,-322.6858
1819,13104000,-334.0193
1821,13118400,-335.9731
1823,13132800,-489.4037
1825,13147200,-382.3328
1827,13161600,-321.3132
1829,13176000,-476.4432
1831,13190400,-254.2084
1833,13204800,-301.2675
1835,13219200,-146.6892
1837,13233600,-149.9823
1839,13248000,-326.3472
1841,13262400,-275.7699
1843,13276800,-227.4264
1845,13291200,-397.9965
1847,13305600,-281.4117
1849,13320000,-286.0797
1851,13334400,-120.8532
1853,13348800,-397.7014
1855,13363200,-131.8448
1857,13377600,-247.6486
1859,13392000,-225.6556
1861,13406400,-409.1275
1863,13420800,-301.8537
1865,13435200,-532.9313
1867,13449600,-577.2107
1869,13464000,-509.127
1871,13478400,-539.3122
1873,13492800,-478.6616
1875,13507200,-539.2336
1877,13521600,-409.985
1879,13536000,-396.6155
1881,13550400,-439.4256
1883,13564800,-219.5004
1885,13579200,-178.3375
1887,13593600,-134.3987
1889,13608000,-352.5834
1891,13622400,-256.0754
1893,13636800,-444.4334
1895,13651200,-332.6237
1897,13665600,-326.7176
1899,13680000,-341.6849
1901,13694400,-196.5918
1903,13708800,-403.2403
1905,13723200,-361.56
1907,13737600,-434.8363
1909,13752000,-460.9976
1911,13766400,-268.0391
1913,13780800,-307.9298
1915,13795200,-163.9321
1917,13809600,-195.9523
1919,13824000,-206.4468
1921,13838400,-207.6472
1923,13852800,-402.2398
1925,13867200,-253.6015
1927,13881600,-120.0003
1929,13896000,-304.5265
1931,13910400,-546.8479
1933,13924800,-313.8712
1935,13939200,-258.5839
1937,13953600,-141.1145
1939,13968000,-223.6386
1941,13982400,-421.7384
1943,13996800,-155.989
1945,14011200,-401.033
1947,14025600,-226.6344
1949,14040000,-378.6024
1951,14054400,-421.4438
1953,14068800,-272.8934
1955,14083200,-331.138
1957,14097600,-259.4148
1959,14112000,-363.4238
1961,14126400,-397.1266
1963,14140800,-191.0627
1965,14155200,-346.3424
1967,14169600,-298.8485
1969,14184000,-185.5598
1971,14198400,-246.3987
1973,14212800,-348.0896
1975,14227200,-380.7523
1977,14241600,-259.5472
1979,14256000,-225.7353
1981,14270400,-154.882
1983,14284800,-240.6758
1985,14299200,-335.6331
1987,14313600,-316.9096
1989,14328000,-163.0892
1991,14342400,-356.3908
1993,14356800,-187.1286
1995,14371200,-213.7625
1997,14385600,-388.4937
1999,14400000,-260.8165
2001,14414400,-272.024
2003,14428800,-399.4027
2005,14443200,-237.2525
2007,14457600,-290.6695
2009,14472000,-328.152
2011,14486400,-405.778
2013,14500800,-476.3604
2015,14515200,-507.2704
2017,14529600,-558.12
2019,14544000,-435.1318
2021,14558400,-256.0573
2023,14572800,-112.1802
2025,14587200,-131.4528
2027,14601600,-169.2517
2029,14616000,-151.8067
2031,14630400,-236.8936
2033,14644800,-235.4639
2035,14659200,-369.8085
2037,14673600,-312.0927
2039,14688000,-152.476
2041,14702400,-464.8338
2043,14716800,-398.7
2045,14731200,-367.4117
2047,14745600,-320.8281
2049,14760000,-344.9132
2051,14774400,-501.0098
2053,14788800,-288.2191
2055,14803200,-149.0864
2057,14817600,-399.9192
2059,14832000,-193.2024
2061,14846400,-276.5585
2063,14860800,-301.8232
2065,14875200,-386.7306
2067,14889600,-356.3163
2069,14904000,-368.0216
2071,14918400,-439.5425
2073,14932800,-407.4203
2075,14947200,-275.7725
2077,14961600,-291.8898
2079,14976000,-182.078
2081,14990400,-187.4577
2083,15004800,-142.6944
2085,15019200,-408.5821
2087,15033600,-363.9998
2089,15048000,-234.6366
2091,15062400,-204.3591
2093,15076800,-223.436
2095,15091200,-432.6116
2097,15105600,-195.9068
2099,15120000,-476.6622
2101,15134400,-215.8191
2103,15148800,-254.6334
2105,15163200,-204.2343
2107,15177600,-283.6689
2109,15192000,-313.0292
2111,15206400,-399.5911
2113,15220800,-497.6056
2115,15235200,-571.6016
2117,15249600,-538.0896
2119,15264000,-396.7896
2121,15278400,-489.678
2123,15292800,-425.1056
2125,15307200,-273.8776
2127,15321600,-468.1493
2129,15336000,-480.4838
2131,15350400,-269.1272
2133,15364800,-311.4054
2135,15379200,-358.948
2137,15393600,-278.0912
2139,15408000,-138.4606
2141,15422400,-276.6408
2143,15436800,-338.6548
2145,15451200,-427.889
2147,15465600,-321.2501
2149,15480000,-422.8664
2151,15494400,-350.7462
2153,15508800,10.0781
2155,15523200,-489.9855
2157,15537600,-381.7591
2159,15552000,-396.7277
2161,15566400,-259.0318
2163,15580800,-281.3734
2165,15595200,-182.2214
2167,15609600,-185.552
2169,15624000,-139.196
2171,15638400,-179.7349
2173,15652800,-345.8458
2175,15667200,-391.3093
2177,15681600,-310.7083
2179,15696000,-322.9215
2181,15710400,-187.2526
2183,15724800,-194.6344
2185,15739200,-367.2638
2187,15753600,-326.6814
2189,15768000,-283.3555
2191,15782400,-167.187
2193,15796800,-350.6606
2195,15811200,-387.5208
2197,15825600,-242.6261
2199,15840000,-218.3345
2201,15854400,-360.1075
2203,15868800,-368.4325
2205,15883200,-457.4159
2207,15897600,-268.9282
2209,15912000,-46.6722
2211,15926400,-160.7335
2213,15940800,-291.7282
2215,15955200,-370.9436
2217,15969600,-277.2986
2219,15984000,-296.5747
2221,15998400,-394.4588
2223,16012800,-429.0813
2225,16027200,-406.9787
2227,16041600,-538.2832
2229,16056000,-400.2499
2231,16070400,-300.3405
2233,16084800,-411.0176
2235,16099200,-330.9747
2237,16113600,-355.2336
2239,16128000,-270.9089
2241,16142400,-256.8135
2243,16156800,-204.396
2245,16171200,-367.4978
2247,16185600,-205.5487
2249,16200000,-281.9527
2251,16214400,-188.4914
2253,16228800,-396.6456
2255,16243200,-92.3823
2257,16257600,-252.1296
2259,16272000,-283.8918
