episode,timestep,reward
403,2908800,-310.0919
405,2923200,-406.2576
407,2937600,-157.1177
409,2952000,-498.8738
411,2966400,-394.0082
413,2980800,-359.3571
415,2995200,-78.0035
417,3009600,-363.7984
419,3024000,-200.7099
421,3038400,-382.9579
423,3052800,-315.7846
425,3067200,-624.6317
427,3081600,-522.5091
429,3096000,-439.0015
431,3110400,-66.6729
433,3124800,-265.9876
435,3139200,-330.7924
437,3153600,-221.2355
439,3168000,-189.025
441,3182400,-255.1088
443,3196800,-388.0537
445,3211200,-419.6602
447,3225600,-491.7756
449,3240000,-261.5698
451,3254400,-424.8056
453,3268800,-318.6453
455,3283200,-233.4776
457,3297600,-465.3016
459,3312000,-212.1155
461,3326400,-443.5192
463,3340800,-269.4696
465,3355200,-252.0424
467,3369600,-213.708
469,3384000,-263.6758
471,3398400,-403.732
473,3412800,-364.0379
475,3427200,-400.0256
477,3441600,-327.184
479,3456000,-412.4798
481,3470400,-350.814
483,3484800,-87.947
485,3499200,-85.4984
487,3513600,-270.2192
489,3528000,-106.8422
491,3542400,-295.4677
493,3556800,-154.544
495,3571200,-312.638
497,3585600,-310.3448
499,3600000,-385.9283
501,3614400,-283.0277
503,3628800,-208.1771
505,3643200,-204.9677
507,3657600,-315.0936
509,3672000,-200.9892
511,3686400,-500.7606
513,3700800,-491.0667
515,3715200,-420.2487
517,3729600,-591.1625
519,3744000,-487.1798
521,3758400,-306.212
523,3772800,-193.2604
525,3787200,-235.214
527,3801600,-266.4238
529,3816000,-135.7988
531,3830400,-416.3811
533,3844800,-274.2128
535,3859200,-294.4094
537,3873600,-322.6832
539,3888000,-257.9573
541,3902400,-301.6675
543,3916800,-158.0444
545,3931200,-171.2565
547,3945600,-211.3474
549,3960000,-211.6123
551,3974400,-220.8371
553,3988800,-295.2836
555,4003200,-346.1808
557,4017600,-270.1024
559,4032000,-225.8823
561,4046400,-182.0985
563,4060800,-224.5056
565,4075200,-379.5678
567,4089600,-265.0958
569,4104000,-222.0604
571,4118400,-410.8113
573,4132800,-344.6656
575,4147200,-629.6312
577,4161600,-492.0704
579,4176000,-353.5645
581,4190400,-308.9949
583,4204800,-211.302
585,4219200,-425.048
587,4233600,-104.5063
589,4248000,-397.0811
591,4262400,-368.1923
593,4276800,-221.5476
595,4291200,-286.1682
597,4305600,-275.5331
599,4320000,-64.9462
601,4334400,-228.1712
603,4348800,-340.6824
605,4363200,-300.1218
607,4377600,-226.8126
609,4392000,-176.7123
611,4406400,-198.5177
613,4420800,-345.429
615,4435200,-205.9602
617,4449600,-272.909
619,4464000,-331.8996
621,4478400,-228.3997
623,4492800,-308.4011
625,4507200,-523.9425
627,4521600,-436.1503
629,4536000,-323.516
631,4550400,-337.7307
633,4564800,-225.0755
635,4579200,-283.5459
637,4593600,-392.9443
639,4608000,-542.4214
641,4622400,-286.4117
643,4636800,-461.7496
645,4651200,-5.2934
647,4665600,-228.9973
649,4680000,-237.1757
651,4694400,-279.3279
653,4708800,-262.1099
655,4723200,-384.7032
657,4737600,-186.4682
659,4752000,-309.7997
661,4766400,-267.6603
663,4780800,-208.9506
665,4795200,-271.8296
667,4809600,-165.5438
669,4824000,-402.3323
671,4838400,-369.1554
673,4852800,-200.3773
675,4867200,-42.9442
677,4881600,-364.2418
679,4896000,-174.3261
681,4910400,-374.9694
683,4924800,-134.3542
685,4939200,-47.0732
687,4953600,-249.496
689,4968000,-263.5066
691,4982400,-179.9198
693,4996800,-291.7981
695,5011200,-188.8559
697,5025600,-267.1602
699,5040000,-410.5671
701,5054400,-270.1139
703,5068800,-336.3547
705,5083200,-368.4747
707,5097600,-316.6348
709,5112000,-368.3094
711,5126400,-257.8371
713,5140800,-248.6074
715,5155200,-182.316
717,5169600,-361.0052
719,5184000,-418.0876
721,5198400,-333.5825
723,5212800,-472.5984
725,5227200,-118.2433
727,5241600,-316.9088
729,5256000,-170.6387
731,5270400,-393.3969
733,5284800,-227.5469
735,5299200,-280.245
737,5313600,-348.0804
739,5328000,-216.9071
741,5342400,-283.6619
743,5356800,-182.1934
745,5371200,-345.0411
747,5385600,-350.0275
749,5400000,-322.0016
751,5414400,-168.5587
753,5428800,-104.7852
755,5443200,-327.3792
757,5457600,-374.9423
759,5472000,-133.3143
761,5486400,-142.6672
763,5500800,-99.4644
765,5515200,-325.6312
767,5529600,-227.3447
769,5544000,-142.1205
771,5558400,-336.0312
773,5572800,-545.3847
775,5587200,-350.3669
777,5601600,-522.9014
779,5616000,-623.4317
781,5630400,-256.9911
783,5644800,-337.6912
785,5659200,-407.0616
787,5673600,-253.0698
789,5688000,-302.9816
791,5702400,-219.8896
793,5716800,-175.1675
795,5731200,-92.9312
797,5745600,-225.3665
799,5760000,-236.3236
801,5774400,-304.0154
803,5788800,-247.6626
805,5803200,-142.7947
807,5817600,-194.9085
809,5832000,-352.1276
811,5846400,-204.5018
813,5860800,-252.7727
815,5875200,-461.2245
817,5889600,-280.4496
819,5904000,-370.948
821,5918400,-361.371
823,5932800,-114.3236
825,5947200,-253.3289
827,5961600,-404.0157
829,5976000,-295.5982
831,5990400,-50.8275
833,6004800,-124.0901
835,6019200,-261.4187
837,6033600,-385.6063
839,6048000,-330.5456
841,6062400,-312.1401
843,6076800,-571.7856
845,6091200,-456.144
847,6105600,-460.9776
849,6120000,-338.0256
851,6134400,-511.401
853,6148800,-570.7981
855,6163200,-334.8585
857,6177600,-255.9893
859,6192000,-357.6438
861,6206400,-274.7441
863,6220800,-200.296
865,6235200,-115.1474
867,6249600,-335.088
869,6264000,-106.7397
871,6278400,-194.8203
873,6292800,-183.403
875,6307200,-273.8314
877,6321600,-374.5266
879,6336000,-315.7116
881,6350400,-143.1221
883,6364800,-156.8144
885,6379200,-233.1425
887,6393600,-163.4256
889,6408000,-355.9604
891,6422400,-466.5686
893,6436800,-161.8083
895,6451200,-257.8601
897,6465600,-404.4109
899,6480000,-69.8176
901,6494400,-269.7488
903,6508800,-268.0356
905,6523200,-226.7136
907,6537600,-205.7844
909,6552000,-174.2651
911,6566400,-485.976
913,6580800,-446.4844
915,6595200,-367.3648
917,6609600,-490.04
919,6624000,-412.608
921,6638400,-576.0839
923,6652800,-408.7537
925,6667200,-386.9276
927,6681600,-502.5439
929,6696000,-281.9971
931,6710400,-265.1185
933,6724800,-242.3823
935,6739200,-225.7441
937,6753600,-265.283
939,6768000,-302.6819
941,6782400,-250.7224
943,6796800,-194.2981
945,6811200,-182.1539
947,6825600,-216.0207
949,6840000,-190.5098
951,6854400,-223.1975
953,6868800,-236.2309
955,6883200,-424.751
957,6897600,-327.3654
959,6912000,-221.3583
961,6926400,-336.5066
963,6940800,-399.0363
965,6955200,-273.8552
967,6969600,-360.0541
969,6984000,-252.5841
971,6998400,-126.4972
973,7012800,-203.6212
975,7027200,-399.1207
977,7041600,-386.5788
979,7056000,-323.9187
981,7070400,-474.6778
983,7084800,-307.5872
985,7099200,-368.4216
987,7113600,-154.0887
989,7128000,-362.8552
991,7142400,-230.4801
993,7156800,-224.9399
995,7171200,-420.5547
997,7185600,-231.1343
999,7200000,-227.9514
1001,7214400,-225.5849
1003,7228800,-269.2717
1005,7243200,-146.4149
1007,7257600,-269.8427
1009,7272000,-403.5965
1011,7286400,-117.8853
1013,7300800,-146.2829
1015,7315200,-344.5423
1017,7329600,-260.656
1019,7344000,-92.7129
1021,7358400,-429.2136
1023,7372800,-330.7872
1025,7387200,-375.7533
1027,7401600,-391.1558
1029,7416000,-260.7504
1031,7430400,-272.8825
1033,7444800,-323.1254
1035,7459200,-311.3316
1037,7473600,-324.0363
1039,7488000,-363.3918
1041,7502400,-404.7363
1043,7516800,-418.5529
1045,7531200,-479.2845
1047,7545600,-606.2328
1049,7560000,-406.0146
1051,7574400,-466.751
1053,7588800,-516.376
1055,7603200,-335.5152
1057,7617600,-547.3736
1059,7632000,-471.9696
1061,7646400,-312.4272
1063,7660800,-322.9209
1065,7675200,-369.2023
1067,7689600,-214.6134
1069,7704000,-286.4216
1071,7718400,-450.5672
1073,7732800,-173.9502
1075,7747200,-262.8239
1077,7761600,-501.58
1079,7776000,-202.3692
1081,7790400,-280.574
1083,7804800,-160.8319
1085,7819200,-227.4054
1087,7833600,-401.4984
1089,7848000,-226.7846
1091,7862400,-460.5474
1093,7876800,-128.9148
1095,7891200,-208.3471
1097,7905600,-339.4227
1099,7920000,-277.1734
1101,7934400,-240.5845
1103,7948800,-216.4872
1105,7963200,-223.7208
1107,7977600,-119.9864
1109,7992000,-308.5711
1111,8006400,-202.1884
1113,8020800,-284.764
1115,8035200,-479.996
1117,8049600,-412.4759
1119,8064000,-156.0024
1121,8078400,-337.6783
1123,8092800,-458.1042
1125,8107200,-506.2731
1127,8121600,-308.9051
1129,8136000,-207.8098
1131,8150400,-324.5728
1133,8164800,-279.1046
1135,8179200,-343.9814
1137,8193600,-378.6504
1139,8208000,-246.6373
1141,8222400,-261.0884
1143,8236800,-31.9897
1145,8251200,-198.3953
1147,8265600,-102.4608
1149,8280000,-130.2363
1151,8294400,-268.7505
1153,8308800,-363.3181
1155,8323200,-192.4222
1157,8337600,-373.0725
1159,8352000,-320.47
1161,8366400,-190.2599
1163,8380800,-193.5665
1165,8395200,-252.5585
1167,8409600,-296.4651
1169,8424000,-134.4015
1171,8438400,-384.9478
1173,8452800,-476.4752
1175,8467200,-403.9104
1177,8481600,-385.004
1179,8496000,-489.088
1181,8510400,-391.9619
1183,8524800,-154.8331
1185,8539200,-372.3949
1187,8553600,-233.5324
1189,8568000,-273.1262
1191,8582400,-485.9156
1193,8596800,-270.2067
1195,8611200,-390.4007
1197,8625600,-381.2428
1199,8640000,-408.196
1201,8654400,-440.2481
1203,8668800,-477.2675
1205,8683200,-305.6933
1207,8697600,-64.7769
1209,8712000,-199.5907
1211,8726400,-82.2172
1213,8740800,-335.7474
1215,8755200,-185.0634
1217,8769600,-159.9037
1219,8784000,-167.0472
1221,8798400,-282.2661
1223,8812800,-340.2759
1225,8827200,-389.1696
1227,8841600,-310.2256
1229,8856000,-430.2096
1231,8870400,-313.3391
1233,8884800,-361.6304
1235,8899200,-328.4437
1237,8913600,-200.7264
1239,8928000,-208.4746
1241,8942400,-217.018
1243,8956800,-199.2356
1245,8971200,-214.7822
1247,8985600,-211.2298
1249,9000000,-348.0912
1251,9014400,-183.5379
1253,9028800,-73.4579
1255,9043200,-308.3189
1257,9057600,-320.8255
1259,9072000,-327.2608
1261,9086400,-171.0571
1263,9100800,-315.9336
1265,9115200,-288.3526
1267,9129600,-348.772
1269,9144000,-217.8089
1271,9158400,-310.9487
1273,9172800,-249.6243
1275,9187200,-449.492
1277,9201600,-260.3021
1279,9216000,-234.0398
1281,9230400,-87.7504
1283,9244800,-177.0551
1285,9259200,-176.1806
1287,9273600,-69.268
1289,9288000,-241.5176
1291,9302400,-339.9811
1293,9316800,-412.4392
1295,9331200,-651.4656
1297,9345600,-285.2475
1299,9360000,-145.0845
1301,9374400,-322.5326
1303,9388800,-273.6929
1305,9403200,-57.5779
1307,9417600,-402.8173
1309,9432000,-452.7539
1311,9446400,-372.6187
1313,9460800,-369.3772
1315,9475200,-431.3784
1317,9489600,-501.7544
1319,9504000,-277.1128
1321,9518400,-148.2333
1323,9532800,-60.5838
1325,9547200,-281.1256
1327,9561600,-212.2905
1329,9576000,-249.392
1331,9590400,-158.2689
1333,9604800,-255.648
1335,9619200,-42.1207
1337,9633600,-367.7968
1339,9648000,-194.7744
1341,9662400,-428.0535
1343,9676800,-417.7376
1345,9691200,-370.5684
1347,9705600,-287.5184
1349,9720000,-409.5248
1351,9734400,20.5535
1353,9748800,-280.7183
1355,9763200,-224.6998
1357,9777600,-231.4958
1359,9792000,-301.8076
1361,9806400,-308.9317
1363,9820800,-443.7992
1365,9835200,-382.04
1367,9849600,-373.6962
1369,9864000,-314.1602
1371,9878400,-541.1768
1373,9892800,-181.0675
1375,9907200,-318.4847
1377,9921600,-440.7504
1379,9936000,-366.5915
1381,9950400,-303.1046
1383,9964800,-348.0376
1385,9979200,-454.824
1387,9993600,-213.2697
1389,10008000,-218.2118
1391,10022400,-332.9216
1393,10036800,-191.7144
1395,10051200,-343.8936
1397,10065600,-270.8377
1399,10080000,-167.6576
1401,10094400,-254.9787
1403,10108800,-335.7022
1405,10123200,-338.1419
1407,10137600,-170.0268
1409,10152000,-230.9044
1411,10166400,-60.3898
1413,10180800,-370.4352
1415,10195200,-274.4281
1417,10209600,-343.1115
1419,10224000,-309.0686
1421,10238400,-352.5833
1423,10252800,-365.7519
1425,10267200,-347.243
1427,10281600,-509.1717
1429,10296000,-415.005
1431,10310400,-461.1889
1433,10324800,6.1862
1435,10339200,-119.1288
1437,10353600,-307.7496
1439,10368000,-391.674
1441,10382400,-241.209
1443,10396800,-377.8102
1445,10411200,-48.9898
1447,10425600,-373.5239
1449,10440000,-314.6925
1451,10454400,-414.6184
1453,10468800,-340.5705
1455,10483200,-167.9532
1457,10497600,-294.5552
1459,10512000,-159.54
1461,10526400,-164.32
1463,10540800,-518.224
1465,10555200,-164.0803
1467,10569600,-311.5073
1469,10584000,-308.4357
1471,10598400,-213.4927
1473,10612800,-121.526
1475,10627200,-237.8677
1477,10641600,-3.6036
1479,10656000,-177.1089
1481,10670400,-235.3513
1483,10684800,-304.5449
1485,10699200,-258.5243
1487,10713600,-379.9152
1489,10728000,-283.9419
1491,10742400,-459.3917
1493,10756800,-474.2791
1495,10771200,-691.8889
1497,10785600,-516.2261
1499,10800000,-424.995
1501,10814400,-425.4892
1503,10828800,-435.098
1505,10843200,-315.5
1507,10857600,-427.1678
1509,10872000,-253.8768
1511,10886400,-269.595
1513,10900800,-440.272
1515,10915200,-201.3732
1517,10929600,-18.1137
1519,10944000,-300.6072
1521,10958400,-238.5691
1523,10972800,-285.8384
1525,10987200,-319.612
1527,11001600,-300.1881
1529,11016000,-171.8553
1531,11030400,-113.1054
1533,11044800,-198.9808
1535,11059200,-258.3664
1537,11073600,-252.2467
1539,11088000,-393.7157
1541,11102400,-337.8319
1543,11116800,-286.6695
1545,11131200,-354.7559
1547,11145600,-273.0827
1549,11160000,-328.7531
1551,11174400,-370.7499
1553,11188800,-408.2804
1555,11203200,-202.1579
1557,11217600,-385.032
1559,11232000,-273.5827
1561,11246400,-153.1857
1563,11260800,-341.2392
1565,11275200,-392.0824
1567,11289600,-338.6389
1569,11304000,-376.9212
1571,11318400,-207.1381
1573,11332800,-246.0264
1575,11347200,-418.323
1577,11361600,-289.1678
1579,11376000,-334.59
1581,11390400,-156.036
1583,11404800,-342.8545
1585,11419200,-85.844
1587,11433600,-305.6251
1589,11448000,-132.8746
1591,11462400,-379.3702
1593,11476800,-329.6507
1595,11491200,-321.2754
1597,11505600,-375.1147
1599,11520000,-61.8184
1601,11534400,-200.1386
1603,11548800,-213.3637
1605,11563200,-424.2376
1607,11577600,-245.4938
1609,11592000,-313.2933
1611,11606400,-189.2986
1613,11620800,-406.0857
1615,11635200,-223.2619
1617,11649600,-178.4764
1619,11664000,-387.9548
1621,11678400,-315.6203
1623,11692800,-308.6515
1625,11707200,-415.7147
1627,11721600,-277.8831
1629,11736000,-333.6256
1631,11750400,-258.6391
1633,11764800,-250.8729
1635,11779200,-88.9816
1637,11793600,-178.0543
1639,11808000,-110.6764
1641,11822400,-233.3655
1643,11836800,-366.6616
1645,11851200,-222.0877
1647,11865600,-245.8751
1649,11880000,-171.4523
1651,11894400,-346.4355
1653,11908800,-321.6755
1655,11923200,-246.2303
1657,11937600,-16.5378
1659,11952000,-68.5374
1661,11966400,-347.4354
1663,11980800,-391.5424
1665,11995200,-418.8059
1667,12009600,-465.8792
1669,12024000,-427.248
1671,12038400,-338.275
1673,12052800,-233.0021
1675,12067200,-286.9225
1677,12081600,-272.2892
1679,12096000,-72.0072
1681,12110400,6.4915
1683,12124800,-334.1991
1685,12139200,-179.207
1687,12153600,-329.9238
1689,12168000,-223.4524
1691,12182400,-310.9294
1693,12196800,-331.8616
1695,12211200,-211.2486
1697,12225600,-67.145
1699,12240000,-120.4987
1701,12254400,-299.4599
1703,12268800,-275.5503
1705,12283200,-313.5568
1707,12297600,-350.6291
1709,12312000,-449.1
1711,12326400,-172.7717
1713,12340800,-199.6885
1715,12355200,-245.167
1717,12369600,-302.9402
1719,12384000,-226.3288
1721,12398400,-187.0603
1723,12412800,-318.7215
1725,12427200,-336.5602
1727,12441600,-405.5623
1729,12456000,-111.2925
1731,12470400,-269.8592
1733,12484800,-197.9004
1735,12499200,-208.2747
1737,12513600,-207.9515
1739,12528000,-271.6048
1741,12542400,-381.6584
1743,12556800,-276.0496
1745,12571200,-302.6416
1747,12585600,-341.1456
1749,12600000,-133.2123
1751,12614400,-297.056
1753,12628800,-150.5795
1755,12643200,-395.052
1757,12657600,-259.4251
1759,12672000,-376.9275
1761,12686400,-280.1827
1763,12700800,-345.0409
1765,12715200,-410.3533
1767,12729600,-177.5301
1769,12744000,-248.8018
1771,12758400,-130.6647
1773,12772800,-288.9076
1775,12787200,-420.926
1777,12801600,-80.1119
1779,12816000,-134.2389
1781,12830400,-198.4779
1783,12844800,-221.1504
1785,12859200,-352.2507
1787,12873600,-69.088
1789,12888000,-292.2484
1791,12902400,-407.344
1793,12916800,-156.0129
1795,12931200,-258.3276
1797,12945600,-357.8657
1799,12960000,-205.9606
1801,12974400,-192.61
1803,12988800,-322.9253
1805,13003200,-291.8488
1807,13017600,-295.4075
1809,13032000,-455.3416
1811,13046400,-289.4008
1813,13060800,-323.8096
1815,13075200,-97.8542
1817,13089600,-139.5855
1819,13104000,-162.0108
1821,13118400,-399.9209
1823,13132800,-104.9504
1825,13147200,-206.6993
1827,13161600,-124.6562
1829,13176000,-167.1093
1831,13190400,-377.5461
1833,13204800,-422.196
1835,13219200,-180.3234
1837,13233600,-248.3715
1839,13248000,-185.1288
1841,13262400,-602.52
1843,13276800,-369.4838
1845,13291200,-455.8464
1847,13305600,-465.2027
1849,13320000,-393.5412
1851,13334400,-267.617
1853,13348800,-240.9384
1855,13363200,-252.1414
1857,13377600,-157.8221
1859,13392000,-340.3667
1861,13406400,-461.2472
1863,13420800,-434.5547
1865,13435200,-270.8578
1867,13449600,-495.8194
1869,13464000,-180.9987
1871,13478400,-300.524
1873,13492800,-234.0036
1875,13507200,-249.0628
1877,13521600,-450.5776
1879,13536000,-370.8632
1881,13550400,-429.938
1883,13564800,-324.3244
1885,13579200,-93.4097
1887,13593600,-112.632
1889,13608000,-366.8072
1891,13622400,-77.4322
1893,13636800,-245.8572
1895,13651200,-214.4488
1897,13665600,-244.5979
1899,13680000,-115.6358
1901,13694400,-303.9615
1903,13708800,-70.2301
1905,13723200,-163.4761
1907,13737600,30.5074
1909,13752000,-202.7952
1911,13766400,-207.023
1913,13780800,-313.0654
1915,13795200,-372.5879
1917,13809600,-281.4418
1919,13824000,-384.9103
1921,13838400,-271.1752
1923,13852800,-128.6918
1925,13867200,-207.4279
1927,13881600,-374.9715
1929,13896000,-168.5506
1931,13910400,-274.9683
1933,13924800,-384.1176
1935,13939200,-501.5111
1937,13953600,-168.9607
1939,13968000,-324.8876
1941,13982400,-413.8847
1943,13996800,-245.2925
1945,14011200,-377.7696
1947,14025600,-311.644
1949,14040000,-318.8651
1951,14054400,-412.0987
1953,14068800,-326.8854
1955,14083200,-319.2303
1957,14097600,-395.1155
1959,14112000,-352.1117
1961,14126400,-287.0592
1963,14140800,-180.3917
1965,14155200,-259.5411
1967,14169600,-323.3481
1969,14184000,-223.919
1971,14198400,-181.8907
1973,14212800,-358.2615
1975,14227200,-270.3552
1977,14241600,-200.9234
1979,14256000,-401.857
1981,14270400,-590.4564
1983,14284800,-523.648
1985,14299200,-395.9798
1987,14313600,-572.9916
1989,14328000,-588.7827
1991,14342400,-309.5759
1993,14356800,-253.1923
1995,14371200,-331.4586
1997,14385600,-333.0928
1999,14400000,-126.2365
2001,14414400,-179.0102
2003,14428800,-240.2969
2005,14443200,-250.4599
2007,14457600,-220.8783
2009,14472000,-411.883
2011,14486400,-334.8089
2013,14500800,-414.4333
2015,14515200,-579.0197
2017,14529600,-361.0133
2019,14544000,-429.2742
2021,14558400,-379.2761
2023,14572800,-293.963
2025,14587200,-350.7971
2027,14601600,-379.9024
2029,14616000,-284.7012
2031,14630400,-332.542
2033,14644800,-264.0214
2035,14659200,-290.1274
2037,14673600,-184.8194
2039,14688000,-154.5248
2041,14702400,-323.6207
2043,14716800,-336.7675
2045,14731200,-451.1763
2047,14745600,-222.3257
2049,14760000,-467.4849
2051,14774400,-464.0686
2053,14788800,-471.663
2055,14803200,-297.9363
2057,14817600,-472.7511
2059,14832000,-449.4056
2061,14846400,-552.324
2063,14860800,-294.4949
2065,14875200,-465.144
2067,14889600,-122.0482
2069,14904000,-335.537
2071,14918400,-164.7226
2073,14932800,-409.1421
2075,14947200,-478.869
2077,14961600,-367.0591
2079,14976000,-353.3063
2081,14990400,-344.3514
2083,15004800,-443.904
2085,15019200,-278.1847
2087,15033600,-397.637
2089,15048000,-271.428
2091,15062400,-406.0048
2093,15076800,-51.4496
2095,15091200,-175.9021
2097,15105600,-453.8155
2099,15120000,-523.7876
2101,15134400,-173.0033
2103,15148800,-179.1504
2105,15163200,-346.5627
2107,15177600,-260.4877
2109,15192000,-343.4226
2111,15206400,-334.4256
2113,15220800,-214.4292
2115,15235200,-113.2158
2117,15249600,-203.3731
2119,15264000,-339.9616
2121,15278400,-250.3004
2123,15292800,-324.6708
2125,15307200,-137.2139
2127,15321600,-223.8717
2129,15336000,-347.1409
2131,15350400,-155.0391
2133,15364800,-153.3105
2135,15379200,-260.41
2137,15393600,-209.8104
2139,15408000,-153.7749
2141,15422400,-501.1418
2143,15436800,-282.1704
2145,15451200,-543.0571
2147,15465600,-466.736
2149,15480000,-239.2216
2151,15494400,-406.6416
2153,15508800,-382.827
2155,15523200,-102.8295
2157,15537600,-245.9553
2159,15552000,-376.6795
2161,15566400,-332.8935
2163,15580800,-314.0864
2165,15595200,-355.5226
2167,15609600,-524.2429
2169,15624000,-370.0288
2171,15638400,-290.6566
2173,15652800,-382.1864
2175,15667200,-103.9285
2177,15681600,-293.063
2179,15696000,-334.5046
2181,15710400,-195.1376
2183,15724800,-253.3795
2185,15739200,-336.4172
2187,15753600,-90.2816
2189,15768000,-198.1542
2191,15782400,-118.3553
2193,15796800,-203.5872
2195,15811200,-335.9386
2197,15825600,-233.0096
2199,15840000,-243.843
2201,15854400,-475.8187
2203,15868800,-334.2376
2205,15883200,-290.4146
2207,15897600,-158.3835
2209,15912000,-167.1537
2211,15926400,-210.3302
2213,15940800,-462.6838
2215,15955200,-295.3909
2217,15969600,-149.4968
2219,15984000,-325.1515
2221,15998400,-218.9398
2223,16012800,-262.8756
2225,16027200,-215.9532
2227,16041600,-455.3619
2229,16056000,-381.2218
2231,16070400,-245.8595
2233,16084800,-282.2815
2235,16099200,-338.4299
2237,16113600,-385.8969
2239,16128000,-343.4446
2241,16142400,-436.3311
2243,16156800,-423.7184
2245,16171200,-398.372
2247,16185600,-583.5656
2249,16200000,-393.1496
2251,16214400,-428.1704
2253,16228800,-324.5005
2255,16243200,-443.9536
2257,16257600,-337.9976
2259,16272000,-394.8319
