episode,timestep,reward
1,14400,115.9344
3,28800,83.6448
5,43200,72.9424
7,57600,58.296
9,72000,128.1288
11,86400,79.8632
13,100800,108.4312
15,115200,74.0104
17,129600,83.4
19,144000,63.7976
21,158400,121.3608
23,172800,96.6344
25,187200,108.6448
27,201600,152.0632
29,216000,80.9008
31,230400,78.9496
33,244800,57.5768
35,259200,155.6
37,273600,60.1056
39,288000,24.7688
41,302400,101.8472
43,316800,83.2792
45,331200,78.5528
47,345600,83.1872
49,360000,93.4
51,374400,116.9688
53,388800,66.6952
55,403200,64.8632
57,417600,62.8216
59,432000,58.4552
61,446400,94.5288
63,460800,106.6952
65,475200,96.8472
67,489600,58.7976
69,504000,108.0368
71,518400,63.7368
73,532800,110.3205
75,547200,79.8632
77,561600,61.8768
79,576000,97.2424
81,590400,54.1608
83,604800,118.3909
85,619200,112.0632
87,633600,89.924
89,648000,65.1088
91,662400,142.7024
93,676800,84.1914
95,691200,69.5896
97,705600,100.7374
99,720000,109.1274
101,734400,109.1938
103,748800,74.5572
105,763200,89.1632
107,777600,84.1308
109,792000,104.0853
111,806400,90.2872
113,820800,54.72
115,835200,117.4232
117,849600,103.526
119,864000,94.1534
121,878400,63.1616
123,892800,60.9429
125,907200,55.7448
127,921600,103.7044
129,936000,95.3951
131,950400,43.156
133,964800,90.4192
135,979200,53.0032
137,993600,140.7208
139,1008000,68.3829
141,1022400,95.2344
143,1036800,97.2736
145,1051200,111.9235
147,1065600,93.0656
149,1080000,83.4024
151,1094400,86.3253
153,1108800,116.2994
155,1123200,77.4872
157,1137600,69.4976
159,1152000,103.4018
161,1166400,96.4784
163,1180800,107.4916
165,1195200,102.9448
167,1209600,80.0557
169,1224000,147.966
171,1238400,107.4381
173,1252800,72.6776
175,1267200,120.4186
177,1281600,128.7594
179,1296000,124.5198
181,1310400,76.4778
183,1324800,103.2206
185,1339200,75.2928
187,1353600,74.3448
189,1368000,101.6945
191,1382400,95.2388
193,1396800,47.7197
195,1411200,95.1568
197,1425600,85.9256
